Review,Rating,Review_clean,sentiment
"Great dress, but better if you are not busty",4,great dress well busty,0.7351
Cheap. The material and shape is very cheap.,1,cheap material shape cheap,0.0
Fell apart 1st wash,1,fall apart 1st wash,0.0
Runs small and too casual,2,run small casual,0.2023
Very happy find!,5,happy find,0.5719
Strange sizing,1,strange sizing,-0.2023
A lot of room,3,lot room,0.0
Giant arm holes,2,giant arm hole,0.0
Great Fit and Value!,5,great fit value,0.8402
Wish they were a tad shorter,4,wish tad short,0.4019
"Fits fine until washed, then it shrinks.",3,fit fine wash shrink,0.5106
Fun spring colors but tricky on certain body types,4,fun spring color tricky certain body type,0.5859
"Not soft, not work pants unless construction",1,soft work pant construction,0.0
Nice pants with boots,5,nice pant boot,0.4215
The Zipper will die after a handful of washes.,1,zipper die handful wash,-0.5994
More like a bathrobe,2,like bathrobe,0.3612
"Soaks up rain, dries slowly",1,soak rain dry slowly,0.0
"The denim ""little black dress"" ... love!",4,denim little black dress   love,0.6041
Miniature sleeve and out of proportion,1,miniature sleeve proportion,0.0
Sleeves too long,2,sleeve long,0.0
"Comfy, Cozy, and Flattering",5,comfy cozy flattering,0.3182
Grab it while you can!,5,grab,0.0
Check zippers. I bought 4 pair and 1 pair the zipper doesn't work.,5,check zipper buy 4 pair 1 pair zipper not work,0.0
I ordered a second one!,5,order second,0.0
Re linda,5,linda,0.0
So amazing,5,amazing,0.5859
Incredibly THIN Material,1,incredibly thin material,0.0
Size much smaller than label.,2,size small label,0.0
Adorable but see through,3,adorable,0.4939
Not recommended if petite,2,recommend petite,0.3612
Perfect Classic Piece,4,perfect classic piece,0.5719
Zipper broke after one wash,3,zipper break wash,0.0
It's a t shirt.,5,t shirt,0.0
Petite leg is tight,4,petite leg tight,0.0
Too small and short,3,small short,0.0
Oversized and color off,3,oversized color,0.0
Amazing Material,5,amazing material,0.5859
"Flimsy, seams aren't sewn well",2,flimsy seam not sew,0.0
Weak material ripped after two weeks,1,weak material rip week,-0.4404
Great oversized hoodie for a gal!,5,great oversized hoodie gal,0.6249
Amazing. read my info about sizing before ordering,5,amazing read info size order,0.5859
Don’t make my mistake!,1,not mistake,0.2584
Cute but didn't like the fit,2,cute not like fit,-0.0567
Cut top,4,cut,-0.2732
Zippered Pockets a must............,5,zipper pocket,0.0
Oder up size bigger,5,oder size big,0.0
Says wrinkle free but it came squished up in a pack all wrinkled,4,say wrinkle free came squish pack wrinkle,0.5106
Not as hoped,1,hope,0.4404
The zip is nylon so hoping it lasts!,4,zip nylon hope last,0.4404
Meh. Size up for a looser fit,3,meh size loose fit,-0.0258
Loose/boxy and cheap material,2,looseboxy cheap material,0.0
Tall women have longer legs too,2,tall woman long leg,0.0
Looks overly worn after only a month,2,look overly wear month,0.0
It’s really expensive for the quality having no popular brand,2,expensive quality have popular brand,0.4215
I have thin legs and the shorts leg hole was too baggy!!,2,thin leg short leg hole baggy,0.0
I ordered Xl it way like a medium.,1,order xl way like medium,0.3612
Supposed to be cropped???,2,suppose crop,0.0
Audrey hepburn,4,audrey hepburn,0.0
Multi-occasion Dress,5,multioccasion dress,0.0
Jacket was too short and sleeves were tight. .,1,jacket short sleeve tight,0.0
"Sure, if you want to wear a granny nightgown...",2,sure want wear granny nightgown,0.3818
and removed i,1,remove,0.0
Just DON'T do it.,1,not,0.0
Had me at first glance,3,glance,0.0
It fits good. Nice looking,5,fit good nice look,0.802
Love want more,5,love want,0.6705
Great summer pant,4,great summer pant,0.6249
Color not as pictured!,1,color picture,0.0
Way too small. My hubby is a 46/48 but these pants couldn't even go all the way up.,1,way small hubby 4648 pant not way,0.0
Too itchy,3,itchy,-0.2732
"Great shorts, fit as expected",5,great short fit expect,0.765
Super Low Rise,4,super low rise,0.4215
It is ok,3,ok,0.296
Beautiful but won't last!,1,beautiful will not,0.5994
Very Comfortable and Cute!,5,comfortable cute,0.743
Muy bien,5,muy bien,0.0
Do not buy cheap fabric,1,buy cheap fabric,0.0
Well made by very light material,3,light material,0.0
"Basic, beautiful, effortless",5,basic beautiful effortless,0.5994
Ill fitting,2,ill fit,-0.0772
Nice material but weird fit,3,nice material weird fit,0.5574
Wrangler Men’s 13MWZ Cowboy Cut,5,wrangl men 13mwz cowboy cut,-0.2732
"Runs small, thinner than previous versions.",3,run small thin previous version,0.0
Quality is very poor,2,quality poor,-0.4767
Beautiful comfortable versatile,5,beautiful comfortable versatile,0.802
"Overall, excellent",4,overall excellent,0.5719
Wasn’t happy,2,not happy,-0.4585
This is not the original,1,original,0.3182
Massive and unflattering,1,massive unflattering,0.0
Colors look nothing like online photos:(,1,color look like online photo,0.3612
"Too much fabric, shoulders won't stay down",2,fabric shoulder will not stay,0.0
Nice lightweight jacket,5,nice lightweight jacket,0.4215
Cute with dresses or jeans.,5,cute dress jean,0.4588
Great slip but runs small,5,great slip run small,0.6249
Not for the broad shouldered,4,broad shoulder,0.0
Such amazing quality!,5,amazing quality,0.5859
Runs at least two sizes small,3,run size small,0.0
color not whay i expected,3,color whay expect,0.0
Nice material great for busty girls,5,nice material great busty girl,0.7845
Gaping Top,1,gape,0.0
Really great Blazer,5,great blazer,0.6249
Jeans Stink,1,jean stink,-0.4019
Very nice 👍,5,nice,0.4215
"Beautiful in the pic, fits kind of funny in person",3,beautiful pic fit kind funny person,0.9136
So soft and beautiful,5,soft beautiful,0.5994
Pills extremely easily,2,pill extremely easily,0.4005
Bought a 3x just Incase....I usually wear a 1x. This was still like 2 sizes too small,2,buy 3x incasei usually wear 1x like 2 size small,0.3612
Special piece,5,special piece,0.4019
Pants suit was as described,5,pant suit describe,0.0
First fall favorite,5,fall favorite,0.4588
Great lightweight jacket..but defective,4,great lightweight jacketbut defective,0.296
Low Rise!,3,low rise,-0.2732
Fragile esp. around zipper,3,fragile esp zipper,0.0
Not great for golf,2,great golf,0.6249
"Wanted to love it, but it's too short",2,want love short,0.6705
"Comfy tee, great for xl",5,comfy tee great xl,0.6249
Finally a rain pant that fits,4,finally rain pant fit,0.3612
Love but also very annoying,2,love annoying,0.3612
"Great, comfortable pants",4,great comfortable pant,0.8126
More like a rain poncho,3,like rain poncho,0.3612
"All plastic, drawstring terrible",2,plastic drawstring terrible,-0.4767
Good for the pirice but with defects,2,good pirice defect,0.128
Pretty but not worth the price tag,3,pretty worth price tag,0.6249
Was perfect,5,perfect,0.5719
"Such a great, classic top with a big issue",2,great classic big issue,0.6249
I would buy but on sale,3,buy sale,0.0
Not a winner,1,winner,0.5859
Substantial leggings,4,substantial legging,0.2023
i love it!!!!,5,love,0.6369
"Comfy, but too much coverage",3,comfy coverage,0.0
A tad disappointing...,2,tad disappointing,-0.4939
My name is Mickey so the pajamas are perfect,2,mickey pajama perfect,0.5719
Comes with Stains & Hair…very expensive and very cheap,1,come stain   hairvery expensive cheap,0.0
I was happy until...,1,happy,0.5719
Mis-sized,4,missized,0.0
Fabric is pretty thin,2,fabric pretty thin,0.4939
Cool weather comfort,5,cool weather comfort,0.5859
Great design- beware the thin material!,4,great design beware thin material,0.6249
Color not as shown.,2,color show,0.0
Stains easily,3,stain easily,0.34
CHEAP Don't waste your money,1,cheap not waste money,0.3252
Balled up on first wear,1,ball wear,0.0
cheaply made,1,cheaply,0.0
Lovely.,5,lovely,0.5859
"Everyday skirt, but just okay",2,everyday skirt okay,0.2263
So disappointed #2,2,disappointed 2,-0.4767
This is not good quality,1,good quality,0.4404
These are sheer,1,sheer,0.0
"Like the look, not for all day wear",1,like look day wear,0.3612
Design great; fabric terrible,1,design great fabric terrible,0.25
Cozy wrap sweatshirt,2,cozy wrap sweatshirt,0.0
Fits Boxy,3,fit boxy,0.3612
A mixed review,3,mixed review,0.0
"Great suit, but too small",3,great suit small,0.6249
Dress is extremely pear-shaped.,2,dress extremely pearshape,0.0
Great style/fit but material isn't quality,2,great stylefit material not quality,0.6249
For hourglass figures?,2,hourglass figure,0.0
Not skinny at all,1,skinny,0.0
So disappointed :(,3,disappointed,-0.4767
I got lost in this dress,3,get lose dress,-0.4019
"True to size, needs better sewing on sleeves",3,true size need well sewing sleeve,0.5994
Horrifying fabric,2,horrify fabric,-0.5423
Great pants that don't get baggy,5,great pant not baggy,0.6249
Elegante 🤩,5,elegante,0.0
Spring blouse,5,spring blouse,0.0
Petite ladies avoid!,3,petite lady avoid,-0.296
Love these pants but they are not colorfast --,3,love pant colorfast,0.6369
Cute but not cute enough,1,cute cute,0.7184
Shrinks!,2,shrink,0.0
Super soft but fits boxy and fits small,2,super soft fit boxy fit small,0.836
Dissapointed...,2,dissapointe,0.0
Sister wife,4,sister wife,0.0
Was hoping they fit more comfortable,3,hope fit comfortable,0.8271
"Light weight, loose fit, fabric might be a little thin for some.",4,light weight loose fit fabric little thin,0.0516
Give it a pass,2,pass,0.0
Good in theory but too large,2,good theory large,0.4404
It fit very well,5,fit,0.3612
The length stated was shorter than what it claimed. So u returned it,1,length state short claim u return,0.0
Pockets too small; will not hold phone,3,pocket small hold phone,0.0
Shrinks down two sizes!,1,shrink size,0.0
Returned.,1,return,0.0
Perfect Nike Shorts Dupe,5,perfect nike short dupe,0.296
Too big on the leg and ankle,2,big leg ankle,0.0
Frumpy if you are petite,1,frumpy petite,0.0
"Good cut, bad texture",3,good cut bad texture,-0.4019
Soft as ever,5,soft,0.0
Cream not White,3,cream white,0.0
AWFUL,1,awful,-0.4588
Please fold the shirt before packing.,3,fold shirt pack,0.0
Comparable to the old Banana Republic shirts,5,comparable old banana republic shirt,0.0
"Fun, great design if it was a solid or small print",4,fun great design solid small print,0.8402
Good product.  Bad customer service.,2,good product   bad customer service,-0.1531
Not as is in the photo,1,photo,0.0
BEST JACKET!,5,good jacket,0.4404
Too big around arms,3,big arm,0.0
Is too long?,3,long,0.0
Excellent for everyday wear,5,excellent everyday wear,0.5719
Ugly shirt,1,ugly shirt,-0.5106
Buy them now,5,buy,0.0
Way way too big,1,way way big,0.0
Terrible quality.,1,terrible quality,-0.4767
Great purchase. size down.,4,great purchase size,0.6249
Decent pants for working in the yard,3,decent pant work yard,0.0
Size up for sure!,3,size sure,0.3182
Busty,4,busty,0.0
"Fun and gorgeous suit, but not for me",4,fun gorgeous suit,0.8074
The quality it not good.,1,quality good,0.4404
The accompanying belt is unstable.,2,accompany belt unstable,-0.3612
Size are not compatible correctly with us chart,1,size compatible correctly chart,0.0
Do not order the blue top. No piping. Also blue not made of same material as the gray top.,1,order blue piping blue material gray,0.0
Way too much material,2,way material,0.0
Blazer just ok,3,blazer ok,0.296
Good fit.,5,good fit,0.6597
Cant fit them,1,not fit,-0.2755
"Other than The shirt coming without a button, everything else is fine about the shirt",2,shirt come button fine shirt,0.2023
No pants,1,pant,0.0
Size 6 fits like 4/5,2,size 6 fit like 45,0.6124
"Hands down, my favorite sweater",4,hand favorite sweater,0.7351
It’s Shein..,2,shein,0.0
Warm and good fit,5,warm good fit,0.743
Frustrated!,3,frustrate,-0.4588
Thinking of returning,3,thinking return,0.0
"Very pretty, good fits as expected but fabric feels uncomfortable.",3,pretty good fit expect fabric feel uncomfortable,0.7184
Small as hell,1,small hell,-0.6808
Thumbs down,3,thumb,0.0
Summer moon dress,5,summer moon dress,0.0
Oops!,2,oops,0.0
New take on old staple,5,new old staple,0.0
"Cheap looking, not flattering, not proportional",1,cheap look flatter proportional,0.1027
Impermeable,5,impermeable,0.0
"Embroidery provides ""wow"" factor!",5,embroidery provide wow factor,0.5859
"Came with a nice surprise"" sleeves """,4,come nice surprise sleeve,0.5994
jean length and size,2,jean length size,0.0
Perfect to trip to Alaska,5,perfect trip alaska,0.5719
"Poor quality, refund requested",1,poor quality refund request,-0.4767
"Size not corect, by a wide margin.",2,size corect wide margin,0.0
Comfortable jeans!,5,comfortable jean,0.5106
"Good green, runs big",4,good green run big,0.4404
Price hike?!,3,price hike,0.0
Sack-ish,3,sackish,0.0
Not as flattering as in picture,3,flattering picture,0.3182
"Cute but missing some ""oomph""",4,cute miss oomph,0.34
Leggings,3,legging,0.0
Great summer fabric!,3,great summer fabric,0.6249
if youre tall dont buy,2,tall not buy,0.0
Like it alright,4,like alright,0.5423
Awful and cheap fabric,1,awful cheap fabric,-0.4588
"Orange color was pretty, poor quality fabric",1,orange color pretty poor quality fabric,0.0258
More blue than grey and way too big,2,blue grey way big,0.0516
Beautiful but big,4,beautiful big,0.5994
Best pajamas I have ever had,5,good pajama,0.4404
Great shorts but short lived,3,great short short live,0.6249
Fit is a bit odd,3,fit bit odd,0.0516
They shrink so much!,1,shrink,0.0
My new favorite top.,5,new favorite,0.4588
Cute and comfy but too young for me,4,cute comfy young,0.4588
"Way too small, 8yr size shorts would fit a 5yr old",1,way small 8yr size short fit 5yr old,0.3612
Just a few things off,3,thing,0.0
Circus tent,1,circus tent,0.0
Red button down shirt,5,red button shirt,0.0
Cheap made and fabric very cheap.,2,cheap fabric cheap,0.0
Gorgeous but fitted,5,gorgeous fit,0.7579
NOT WHITE,1,white,0.0
"Good fit, not breathable",4,good fit breathable,0.6597
Great travel anywhere pants,5,great travel pant,0.6249
"These shorts are see through, it’s a very thin material. No pockets.",1,short thin material pocket,0.0
Returned this,2,return,0.0
Not so bad!,4,bad,-0.5423
Runs big on top,3,run big,0.0
Excited opening,5,excited opening,0.34
